Název;E-mail;Telefon
"CONEX centrum s.r.o.";conex.reality@gmail.com;"0903 620 160"
"Conexia Reality s.r.o.";info@conexiareality.sk;"0903 606 085"
"Conexia Reality Service, s.r.o.";info@conexiareality.sk;"0905 350 919"
"CONEXIA REALITY, s.r.o";conexia@sides.sk;"09 188 743 140 903 606 272"
"Confisio, spol.s.r.o.";ivetavojtkova@post.sk;"0917 477 167"
"CONFISIO, spol.s.r.o.";ivetavojtkova@post.sk;"0917 477 167"
"CONNECTED MEDIA s.r.o.";markova@connectedmedia.sk;"0907 942 226"
"Conparius s.r.o.";matej.betka@conparius.sk;"0915 444 314"
"CONREAL s.r.o.";conreal@conreal.sk;"0915 966 745"
"Consilio s.r.o.";info@consiliosro.sk;"0917 761 346"
"Constario REALTY s.r.o.";info@constariogroup.sk;"0948 948 420"
"Consul - RCS s.r.o";consulrcs@gmail.com;"0903 753 357"
Consul-RK;consul.rk@gmail.com;"0903 753 357"
"Consulting BB, s.r.o.";karol.grun@gmail.com;"0905 252 321"
"Consulting L&M, s.r.o.";info.consulting.lm@gmail.com;"0905 015 363"
"Consulting4you, s.r.o.";consulting4you.sro@gmail.com;"0911 954 285"
"ConsultingPlan Europe";kurucova@cps-sro.sk;"421 908 414 037"
"ConsultingPlanSlovakia s.r.o.";office@cps-sro.sk;"0905 217 614"
"Contact Trade Centre, s.r.o.";office@ctc-group.sk;"0905 253 079"
"CONTERA Management SK s. r. o.";veronika.acsova@contera.sk;"0903 373 723"
"Contim Real, s.r.o.";bohuslavdobrik@gmail.com;"+421 907 703 198"
"Continental Tours";hotelsanus@hotelsanus.sk;"0268 208 000"
"continental tours";gula@continentaltours.sk;"0903 371 006"
"CONTO real, s.r.o.";contoreal@gmail.com;"+421 905 601 218"
"Contract Consulting s.r.o.";info@contractconsulting.sk;"0254 793 678"
"CONTRACT REALITY, s.r.o.";contract53@azet.sk;"0907 756 881"
"CONTROL GROUP, s.r.o.";jancova@controlgroup.sk;"0915 282 687"
"Conwert sk 01 s.r.o.";pdsk@pdsk.sk;"+421 911 717 844"
"COOP Jednota Bratislava-vidiek";franta.ml@jednotavidiek.sk;"0905 543 773"
"COOP Jednota Galanta, spotrebné družstvo";veronika.baranovicova@ga.coop.sk;"0915 773 961"
"COOP Jednota Krupina";pavel.kol@ka.coop.sk;"0905 340 501"
"COOP Jednota Krupina, spotrebné družstvo";lukas.sedmak@ka.coop.sk;"0904 296 873"
"COOP Jednota Nitra, SD";jozef.kociscin@nr.coop.sk;"421 905 319 980"
"COOP Jednota Nové Zámky, s.d.";marketing@jednota-nz.sk;"+421 907 819 822"
"COOP Jednota Trenčín";katarina.dobiasova@tn.coop.sk;"0908 750 001"
"COOP Jednota Čadca, spotrebné družstvo";zuzana.carnecka@ca.coop.sk;"0414 323 276"
"COOP JEDNOTA ŽARNOVICA, spotrebné družstvo";lbratkova@cjz.sk;"0905 458 595"
"COOP Jednota Žilina, spotrebné družstvo";veronika.holienkova@za.coop.sk;"0945 347 301"
"COOP Jednota, Vranov nad Topľou, spotrebné družstvo";katarina.kohutova@vt.coop.sk;"0908 768 397"
"Cooper Real s.r.o";cooperapartners@gmail.com;"0949 302 802"
"COOPEX HOLD, a.s.";petrydesova@coopex.sk;"0907 596 155"
"CORA LTJ spol.s r.o.";lisaluba01@gmail.com;"0917 372 842"
"CORALI Real";info@coralireal.sk;"0903 240 775"
"CORASON, s.r.o.";corasonsro@gmail.com;"0907 902 804"
"Core Consulting Solutions, s.r.o.";mataloni@mataloni.sk;"0908 264 190"
"CORINEX PARTNERS s.r.o.";jano.sobotka@gmail.com;"+1 421 917 844 132"
"CORINT REAL s.r.o.";info@corint.sk;"0910 269 536"
"Corp&art s.r.o.";lizbetin@centrum.sk;"0919 225 953"
"CORPTRADE, s.r.o";crtradesro@gmail.com;"0948 454 240"
"CORRIS s. r. o.";corris@corris.sk;"+421 908 233 430"
"CORWIN SK a.s.";marek.svec@corwin.sk;"+421 915 255 522"
"COS REAL";petra@cosreal.sk;"0917 472 163"
"Cosmoreal s.r.o.";bartosova.denisa@gmail.com;"0918 535 894"
"cosmos flowers, s. r. o.";aktualizujte.si.prosim@email.sk;"0905 155 364"
"Cost Management, s.r.o.";bencic@costmanagement.sk;"+421 905 558 600"
COWORK;info@cowork-ba.eu;"0917 654 603"
"CPI Hotels Slovakia, s.r.o.";sales.mmsul@mamaison.com;"0915 769 259"
"CPM Real Estate";reality@cpm.sk;"0902 331 400"
"Crafter s.r.o";crafter@craftersk.sk;"0905 966 449"
"Crazy Fly, s.r.o.";jozef.bukovcak@crazyflykites.com;"0903 770 907"
"CREA:team s.r.o.";createamslovakia@gmail.com;"0948 421 291"
"Creality s.r.o";kristina.storova@creality.sk;"0948 949 006"
"CREAM Real Estate, s.r.o.";skubakova@creamre.cz;"+420 731 618 830"
"Creative Scream s. r. o.";masa.lani@yahoo.com;"0903 545 159"
"Creative Scream, s.r.o.";martinfuniak@creative-design.sk;"0904 149 349"
"creative solution s.r.o.";vician@creativesolution.sk;"0949 122 633"
CREDA;cincura@creda.sk;"0948 490 950"
"CREDIT POINT, s.r.o.";hornacek@creditpoint.sk;"0915 995 950"
"Credit reality";otobodo@gmail.com;"0905 691 897"
"Credit service s.r.o.";otobodo@gmail.com;"0905 691 897"
"Credit Solution, s.r.o.";pinkadaniel@gmail.com;"0948 697 771"
"Credital invest a.s.";credital@cdicon.sk;"0903 566 460"
"CRESCO GROUP, a.s.";slnecnice@slnecnice.sk;"0917 665 855"
"CRESCO GROUP, a.s.";3veze@breakpoint.sk;"0917 665 855"
"CRESCO GROUP, a.s.";pauer@crescogroup.sk;"+421 903 103 994"
"CRESCO Invest Group, s.r.o";ninaagh@cresco-ig.sk;"0903 764 408"
"CRESCO REAL ESTATE a. s.";recepcia@cresco.sk;"0220 864 321"
"CRONUS s.r.o.";info@panskepole.sk;"+421 945 450 620"
"CROPFARM s.r.o.";livia.ilavska@gmail.com;"0948 144 093"
"CrossSell s.r.o.";crosssell.info@gmail.com;"0917 659 115"
"Crow Arena s.r.o.";veronika.menkeova@akjuhas.sk;"0947 946 230"
"CROWN REAL s.r.o.";vgurcik@gmail.com;"0918 162 888"
"Crystal Office, s. r. o.";info@crystaloffice.sk;"0243 415 796"
"Crystal Property, a.s.";erik.pikna@crystalproperty.sk;"0902 116 101"
"Crystal Water s.r.o.";obchod@crystalwater.sk;"0944 151 888"
"Cs reality, spol.s r.o.";reality-cs@post.sk;"0948 452 285"
"CSC Finance s.r.o.";cizmarik@gmail.com;"0905 696 969"
CSERMÁK;marikadrienova@gmail.com;"0910 751 430"
"CSN, s.r.o.";jt@csn-sk.net;"0911 734 568"
"Csonka Trans, s.r.o.";office3@csonkatrans.sk;"+421 905 456 666"
Csreality;cs_reality@centrum.sk;"0918 174 870"
"CTP - Lenka Šulková";lenka.sulkova@ctp.eu;"0948 205 733"
"CTR business center III. a.s.";svihrova@bck.sk;"+421 905 505 650"
"CTR Business center Košice a.s.";musil@ctrgroup.cz;"+420 727 927 715"
"CTR Development SK a.s.";kalas@bck.sk;"0907 825 781"
"CTR development SK, a.s.";zacikova@bck.sk;"+421 918 322 628"
"CTS - Consulting Trade Service s.r.o.";cts.sro@gmail.com;"0908 211 702"
CUBBY.desing;branislav.hauptvogel@cubby.design;"0904 563 678"
CUNAMI;cunami@cunami.sk;"0918 717 216"
Cupofcity;rchotvac@realitynamape.sk;"0252 635 489"
CURIA;matuchovamichaela@gmail.com;"0903 488 778"
"Cushman&Wakefield Property Services Slovakia, s.r.o.";cw.svk.ba@gmail.com;"0910 894 423"
"CUSTOM.real, s.r.o.";cagan@customreal.sk;"0903 442 164"
"Cyntia Real Estate";bisztranszkacyntia@gmail.com;"0902 713 588"
"CZ Slovakia,a.s.";predaj@novyruzinov.sk;"0903 720 060"
"CZB REAL";office@b-i.sk;"0917 723 570"
"CZECHOSLOVAK REAL (SK), s. r. o.";csr@csr-sk.eu;"0948 850 858"
"D & D Dobrovodský spol.s.r.o.";mdobrovodska@wildlifevideo.sk;"0905 632 275"
"D Consult, s. r. o.";info@dconsult.sk;"+421 911 122 771"
"D O A S, a.s.";doas@doas.sk;"0908 937 453"
"D reality s.r.o.";greta.kopcova@gmail.com;"0903 235 531"
"D&D preziosi";evadario@ddpreziosi.sk;"0904 914 450"
"D&V Real Consulting";dape@centrum.sk;"0949 555 026"
"D+D FINANCE s.r.o.";ddfinance@ddfinance.sk;"0915 888 999"
"D+D Stavinvest s.r.o.";ddfinance@ddfinance.sk;"0327 710 337"
"D+V Real, s.r.o.";dvreal@dvreal.sk;"0905 724 321"
D-REALITY;dapelasro@gmail.com;"0908 695 063"
"D.A.R. a nehnuteľnosti";dkalocayova@gmail.com;"0915 355 738"
"D.L.B. spol s r.o.";kristofik@me.com;"0239 105 530"
"D.M.P. STEEL service s.r.o.";szuscik@dmpsteel.sk;"421 905 610 424"
"D.O.M. REAL s.r.o.";domreal@domreal.sk;"0905 562 989"
"D.O.M.REAL s.r.o.";domreal@domreal.sk;"0905 562 989"
"DAAR s.r.o.";daar.kosice@gmail.com;"0905 610 087"
dada;tomasz@lumirreal.sk;"3 131"
"Dadles reality";office@dadlesreality.sk;"0905 693 720"
"DAFIO s.r.o.";info.dafio@gmail.com;"0948 957 957"
"DAG 2";strmensky@centrum.sk;"0918 529 808"
"Dagmar Janusová - DAJAreality";dasa.janusova@gmail.com;"0903 969 011"
"Dagmar Kokošková - REALITY";kokoskova.reality@gmail.com;"0907 796 185"
"Dagmara Nilabovičová";dagynila@gmail.com;"0917 530 755"
"DAGMARCENTRUM, s.r.o.";dagmarcentrum@gmail.com;"0905 440 189"
"DAGMI s.r.o.";dagmi@dagmi.sk;"0903 030 103"
Dagtrans;dagobert.gaal@gmail.comm;"0908 982 937"
"Dahleh Real Estate s.r.o.";dahleh@dahleh.sk;"0905 905 777"
Daidalos;info@daidalos.co;"0903 300 333"
"DAIDALOS, s.r.o.";info@daidalos.co;"0948 915 914"
"DAISY HOME";daisyhome@centrum.sk;"0905 533 021"
"DAJANA reality, s.r.o.";dajanareality@dajanareality.sk;"+421 903 793 913"
"DAKOTA s.r.o.";info@bytoviny.sk;"0908 556 699"
"DAKRA, s.r.o.";dakra@dakra.sk;"0903 721 834"
DAKREALITY,s.r.o.;klemova@dakreality.sk;"0918 821 983"
DALET.1;dalet.1@zoznam.sk;"0949 519 772"
"Dalitrans s.r.o.";janega@dalitrans.sk;"421 905 223 344"
"DaM Reality";damreality@damreality;"0905 234 829"
"DAM SLOVAKIA s.r.o.";aktualizujte.si.prosim@email.sk;"0566 420 512"
"DAM-TRADING, s.r.o.";damtrading@damtrading.sk;"0904 976 969"
"Dama Real plus";danka.kastakova@gmail.com;"0908 168 492"
"DAMA REAL s.r.o.";parakova.maria@gmail.com;"+421 918 061 828"
"DAMAL real";martina.mlynarcekova@damalreal.sk;"0903 556 515"
"Damara Nitra s.r.o.";zkysucan@gmail.com;"0911 666 030"
"DAMASK s.r.o.";reality@damask.sk;"0903 711 686"
"DAMI Real, s.r.o.";info@damireal.sk;"0904 815 915"
Damireal;kadvanova.maria@azet.sk;"0918 560 705"
"DAMMAD s.r.o";dammadsro@gmail.com;"0908 801 180"
"Dana Kršková";dana.krskova@maxareality.sk;"0918 405 187"
"Dana Romanová";danaromanova0@gmail.com;"0903 631 733"
"Dana Tkáčová - DATOMA";Dana.tkacova@gmail.com;"0903 554 525"
"Dandy Group Slovakia";office@sedackovo.sk;"0903 522 507"
"Dandy Group,s.r.o.";dandygroupsro@gmail.com;"0948 555 882"
"Daniel Beke";beke.daniel@gmail.com;"0902 366 835"
"Daniel Geržo";aktualizujte.si.prosim@email.sk;"0903 666 466"
"Daniel Kopecký";daniel.kopecky21@gmail.com;"0904 207 090"
"Daniel Pajtinka - DVP";pajtinka@dvpgroup.sk;"0911 925 759"
"Daniel Vitko";daniel.vitko@gmail.com;"0907 890 796"
"Daniela Kopolovcová";kopolovcova.daniela@gmail.com;"0905 896 776"
"Daniela Rusinková";sanara@sanara.sk;"0903 250 111"
"DANIS AGENCY";info@danisagency.sk;"0903 134 272"
"DANIS AGENCY s.r.o. - realitná agentúra";danis@danisagency.sk;"0903 134 272"
"Danka Potočková";byty26@gmail.com;"0911 417 131"
"DANMARK, spol. s r. o.";info@danmark.sk;"0907 824 377"
"Danube real s.r.o";danubereal@gmail.com;"0948 544 504"
"DANUBE Reality Group, s.r.o.";sprincova@danubereality.sk;"+421 905 563 400"
"Danubereal - 3A";info@danubereal.sk;"0911 031 111"
"Danubian Living s.r.o.";jankovicova@danubian.sk;"+421 918 879 536"
DANUBIAREAL.SK,s.r.o;office@danubiareal.sk;"0910 120 681"
danubioreal;i.petrovicsova@danubioreal.sk;"0905 389 825"
"DANUBIUS REALITY s.r.o.";danubiusreality@danubiusreality.sk;"0356 402 290"
"DANUVIUS real";danuviusreal@gmail.com;"0908 865 510"
"DANYReal s.r.o.";danyreal@danyreal.com;"0918 797 709"
DAPEX,s.r.o.;dapex@dapex.sk;"0905 965 287"
"DAPPER PROPERTIES";info@dapper.sk;"0917 499 021"
"DARAREAL s.r.o.";dararealnz@gmail.com;"0905 257 063"
"DaReal s.r.o.";info@dareal.sk;"0903 750 065"
"DAREKON, k.s.";darekon.spravca@gmail.com;"0335 591 633"
"Darina Sniščáková 1";d.sniscakova@directreal.sk;"0905 663 676"
"Darq Studio s.r.o.";novak@btk.sk;"421 240 200 911"
"DASH reality s.r.o.";chupacova@dashreality.sk;"0948 014 108"
DATA,s.r.o;info@datasro.sk;"0901 707 570"
"DATA-ZDROJ a.s.";adamkova@nitrazdroj.sk;"0911 441 044"
"Databanka nehnuteľností a bytov, s.r.o.";databanka@reality-slovensko.sk;"0903 500 649"
"Datalink SW Europe s.r.o.";info@datalink.sk;"0556 442 030"
"DATATEL, s.r.o.  Panorama";pcpke@pcpke.sk;"+421 905 625 351"
"DATIMA - realitná a dražobná spoločnosť s. r. o.";reality@datima.sk;00
"DAVID interier design, spol. s r.o.";ekonom@davidinterier.sk;"0905 427 391"
"david marketing and promotion s.r.o.";davidmarketingpromotion@gmail.com;"0948 409 775"
"Daxa s.r.o.";kralik@daxa.sk;"0903 419 204"
"Daša Mališková - DM REAL";maliskovadasa@gmail.com;"0905 430 972"
"DB reality";info@dbreality.sk;"0917 617 210"
"DC REAL s.r.o.";reality@dcreal.sk;"+421 910 923 121"
"DC REALITY, s.r.o.";igor.cuma@dcreality.sk;"0903 450 766"
"DCA REALITY, s.r.o.";info@dcareality.sk;"0903 997 444"
"DD DRAŽBY s.r.o.";l.lenhartova@gmail.com;"0908 796 305"
"DD estate service s.r.o.";linda.obertova648@gmail.com;"0917 163 450"
"DDMD, s.r.o.";den.kusmirek@gmail.com;"0907 084 040"
"DDolina, s.r.o.";mbarbierik@gmail.com;"0915 730 073"
DDreality;dd_sang@centrum.sk;"0917 875 983"
DEABYT;info@deabyt.sk;"0905 195 454"
"Deal real estate";beno@dealreal.sk;"0903 738 218"
"Deal SK s.r.o.";halas@deal-sk.com;"0911 275 255"
"Dean Babony";dean.babony@rivers.sk;"0903 737 321"
"DEASTAV, s.r.o.";info@studentskyprenajom.sk;"0902 277 750"
"Debt Management s.r.o.";office@d-m.sk;"0911 522 444"
"DECORUS REALITY";decorusreality@gmail.com;"0948 180 555"
Decorus,s.r.o.;decorus.sro@gmail.com;"0911 627 122"
"DeeMar s.r.o.";info@deemar.sk;"0904 014 224"
"DEIA PROPERTIES d.o.o.";info@deiaproperties.com;"+385 997 344 088"
"DeKa REALITY s.r.o.";dekareality@gmail.com;"0917 408 738"
"Dekan Real s.r.o.";dekanreal@gmail.com;"0907 832 124"
"Dekorativa, s.r.o.";skriecka@dekorativa.sk;"0905 443 901"
"DELF a.s.";delf@delf.sk;"0905 911 862"
"Delfinn Development";holota@rekal.cz;"603 813 066"
"Delfinn Development sro";delfinndevelopment@seznam.cz;"420 603 813 066"
"DELOP real s. r. o.";denisa.rathouska@gmail.com;"0915 952 068"
"Delphia Invest s.r.o.";dominik.macek@delphia.sk;"0903 173 307"
"Delta & group , s.r.o.";drugdamaros73@gmail.com;"+421 908 888 617"
"DELTA GATE, s.r.o.";marian.lajcha@me.com;"0907 273 963"
"DELTA GATE, s.r.o.";info@deltagate.sk;"0940 637 013"
"DELTA Group s.r.o.";info@deltareality.sk;"0918 781 827"
"Delta Inkaso, spol. s r.o.";zavodna.sona@deltacons.eu;"0948 808 088"
"DELTA PARTNERS, s.r.o.";martin.kamensky@centrum.sk;"0911 887 453"
"Delta Property s.r.o.";info@deltaproperty.eu;"+421 944 400 148"
"DELTA REAL spol. s r.o.";reprosta@reprosta.sk;"0915 911 422"
"DELUVIS Reality";marcela.vojtkova@deluvis.sk;"0915 979 574"
"DeluxReal s. r. o.";deluxreal.sk@gmail.com;"+421 905 745 950"
"Dema Real s.r.o.";info@stolyresidence.sk;"+421 907 607 367"
"DENOVATE s.r.o.";janoskova@denovategroup.com;"0944 834 375"
Dentapex;rudolfnovotny@gmail.com;"0918 516 554"
Departto,s.r.o.;zeroreality@post.sk;"0918 174 870"
"Derya Group, s.r.o.";deryagroup@gmail.com;"0917 819 920"
"DESAKOM s.r.o.";desakom.sro@gmail.com;"0917 064 577"
"Design Concept Peric d.o.o.";info@almeraproperties.hr;"0905 130 341"
"design REAL ESTATE s.r.o.";jelenovic@designRE.sk;"0902 955 951"
DesignREAL;lubospavlovic@gmail.com;"0902 202 813"
"DESIRA reality s.r.o.";raczova@gmail.com;"0911 896 199"
"DESIRE REAL, s.r.o.";info@desire.sk;"+421 905 881 936"
"DESP s.r.o.";kaviaren@desp.sk;"0948 536 375"
"DESTINY INVESTMENT s.r.o.";info@destinyinvestment.net;"0948 094 848"
"DETSKÉ CENTRUM";dc@detskecentrum.sk;"0903 731 750"
"Devecorp, s.r.o.";zadorovainka@gmail.com;"0902 456 321"
"DeVeGe s.r.o.";predaj@devege.sk;"0905 399 118"
"Develop Real, s.r.o.";info@developreal.sk;"0908 666 500"
Developcom.r.o.;developcom@chello.sk;"+421 903 455 504"
"Developer Slovakia";devslovakia@centrum.sk;"0902 799 797"
"Development & IT s.r.o";krakovsky@developmentit.sk;"0917 726 948"
"Development In Slovak Investments, s.r.o.";disi@disi.sk;"0905 711 113"
"Development Solutions s.r.o.";info@developmentsk.sk;"0948 848 878"
"DeveloX Reality s.r.o.";mato.antalek@gmail.com;"0907 452 810"
"develt s.r.o.";develt@pbhome.sk;"0914 354 003"
Deveron;deveronreality@gmail.com;"0948 149 336"
"DEVIRA REALITY s.r.o.";info@devirareality.sk;"0944 468 701"
"DEWALL, s.r.o.";valentova@dewall.sk;"0903 521 521"
"Dextram, s. r. o.";sekretariat@dextram.sk;"0905 464 404"
"DF Reality s.r.o";donaufinance@gmail.com;"0915 899 757"
"DFactory, s. r. o.";backoffice@estatepoint.sk;"0908 224 377"
DG;realitnymakler77@azet.sk;"0907 708 182"
"DG Záhradníctvo";patrik.halmo@gmail.com;"0918 342 364"
"Diamant real s.r.o.";helstre@azet.sk;"0903 063 460"
"DIAMANT VAJNORY s.r.o.";info@diamantvajnory.sk;"+421 947 901 261"
"Diamant77 Reality Invest & Developers Traders Brokers Markets s.r.o.";diamant77realityinvest@gmail.com;"0949 775 338"
"Diamond Life s.r.o.";zaneta.hatalova@victoryinvestments.sk;"0950 726 848"
"DIAMOND REAL ADÁMAS";deakovaivana@gmail.com;"0918 125 756"
"Diamond Real Slovensko s. r. o.";p.pipa@diamondreal.sk;"0948 685 368"
"Diamond reality";info@diamondreality.sk;"0902 198 170"
"Diamond Services s. r. o.";office@diamondservices.sk;"0911 161 990"
DiAN;dian_marco@pobox.sk;"0908 111 006"
"Diana Polomská";polomska@ivankanet.sk;"0908 772 078"
"DiaSis s.r.o.";komara.anton@gmail.com;"0949 162 679"
"Dievrinsis reality s.r.o.";dievrinsis@gmail.com;"0918 972 384"
"Digital Art, s.r.o.";uhliar@digitalart.sk;"0905 519 033"
"Digital Interlogic, s. r. o.";vanhara@interlogic.sk;"0903 861 692"
"DIME s.r.o.";dime@dime.sk;"0905 163 297"
"DimStav s.r.o";Bohdaniksrosk@gmail.com;"421 903 544 150"
"Dineva Real Estate";dineva@dineva-realestate.sk;"0948 437 798"
"DINO Slovakia, spol. s r.o.";info@dinoslovakia.sk;"0940 109 587"
"DIO OPTICA spol. s r.o.";diooptica@gmail.com;"0948 285 303"
"Diorama, s.r.o.";zuzana.nemethova@diorama.sk;"0911 773 001"
"Direct Real, spol. s r.o.";info@directreal.sk;"0905 338 877"
Directeam;l.veresova@directreal.sk;"0908 662 262"
Directreal;m.galanekm@directreal.sk;"0903 106 286"
"Directreal comfort";t.szabo@directreal.sk;"0949 526 353"
"Directreal Danube";l.hagarova@directreal.sk;"0948 333 123"
"DIRECTREAL DYNAMIC";p.petrus@directreal.sk;"0919 260 242"
"Directreal for Life";n.jarinova@directreal.sk;"0905 312 657"
"Directreal Komplet";m.slanina@directreal.sk;"0948 495 428"
"DIRECTREAL LMCity";m.slosar@directreal.sk;"0911 338 988"
"Directreal Partner";m.budayova@directreal.sk;"0905 554 369"
"Directreal Plus";grof@directreal.sk;"0902 642 626"
"Directreal Spiš";spis@directreal.sk;"0908 643 535"
"Directreal STRONG";v.vallo@directreal.sk;"421 911 404 669"
"Directreal Sunny";j.zarecka@directreal.sk;"0905 353 284"
"DirectReal Sunny";j.zarecka@directreal.sk;"0905 353 284"
"Directreal Sunny-Elena Straková";e.strakova@directreal.sk;"+94 8 350 666"
"DIRR, s. r. o.";info@dirr.sk;"0904 658 659"
"Divizia Adenar";alaragroup@gmail.com;"0908 400 690"
"Dixia Sollaris a.s.";erdelyi@sollaris.sk;"0905 794 172"
"Dičér s.ro";dicersro@gmail.com;"+420 905 475 352"
"DJL Real, s. r. o.";djlreal@realityke.sk;"0557 205 821"
"DJS Reality, s.r.o.";info@djsreality.sk;"0944 188 777"
"DK REAL SLOVAKIA s.r.o.";info@dkrealtrnava.sk;"0905 140 619"
"DK Real, s.r.o.";dkyrinovicova@gmail.com;"0908 756 032"
"DK-contractors, s.r.o";caferazy1@gmail.com;"0915 230 736"
"DKMK s.r.o.";kris.dikra@gmail.com;"0905 500 621"
"Dkom s.r..o";d.koman1@gmail.com;"0944 555 852"
DL-Plus,s.r.o.;daniel.izvolt@centrum.sk;"0905 497 230"
"DLUGO reality";info@dlugoreality.sk;"0911 106 926"
"DM Notrereality, s. r. o.";marek@dmnotrereality.sk;"0907 234 031"
"DM real";damalreal@centrum.sk;"0903 556 515"
"DM real,s.r.o.";DM_REAL@centrum.sk;"0917 478 989"
"DM-Reality, s.r.o.";dusan.miklos@gmail.com;"+421 948 783 473"
"DMD GROUP, a.s.";faktorova@dmd.sk;"0910 611 476"
"DmDreal, sro";magulova.dada@gmail.com;"0903 471 537"
"DMPD s.r.o.";dankavidova@gmail.com;"0907 670 056"
DMreal;dmreal@dmreal.sk;"0905 247 557"
"DMS reality s.r.o.";dasa.sochova@dmsreality.sk;"0911 134 254"
"DN reality s.r.o.";rakusova@dnreality.sk;"0905 123 387"
"DO Cosmopolitan s.r.o.";mdho.cosmopolitan@yahoo.com;"+421 908 927 360"
"DO DOMČEKA, s.r.o.";info@dodomceka.sk;"0915 870 556"
"DO Invest s. r. o.";pavlovic.ondrej@gmail.com;"0948 627 110"
"DOBIAS HAMMER, s.r.o.";dobiashammer@gmail.com;"0917 991 389"
"Dobra Realitka";dobrarealitka@zoznam.sk;"0904 940 330"
"DOBRE BÝVAŤ";aron7879@gmail.com;"0903 111 375"
"Dobros s.r.o.";business@dobros.sk;"0901 711 466"
"Dobrá adresa, s.r.o.";sevcikova@dobra-adresa.sk;"0911 755 433"
"Dobré Bývanie  s.r.o.";nagyova@dobrebyvanie.net;"0940 588 886"
"DOBRÉ BÝVANIE reality, s.r.o.";aktualizujte.si.prosim@email.sk;"0376 534 010"
"DOBRÉ REALITY s.r.o.";info@dobrereality.sk;"0918 800 080"
"DOBRĚ BÝVANIE reality, s.r.o";info@dobrebyvaniereality.sk;"+421 917 170 065"
"DOCUGROUP Slovakia, s.r.o.";m.hunka@docugroup.sk;"0905 201 023"
"DOKIAN s.r.o.";kristina.dobrocka@dokian.sk;"+421 918 769 827"
"Dolcan, s.r.o.";info@realitydolcan.sk;"0911 469 959"
"Doležel reality";dolezel@dolezelreality.sk;"0944 195 068"
"DOLVAP, s.r.o.";jaroslav.polko@dolvap.sk;"0905 604 310"
"DOM a DOM s.r.o.";info@zaluzky.sk;"0911 463 904"
"Dom Dražieb s.r.o.";office@domdrazieb.sk;"0905 343 254"
"Dom kultúry Ružinov";sara.kenova@cultusruzinov.sk;"0915 720 804"
"DOM Reality s.r.o.";alena.klimackova.dr@gmail.com;"+421 902 477 029"
"Dom Rider s.r.o.";domriderestate@gmail.com;"0948 155 501"
"dom sk";loloapple188@gmail.com;"0950 566 750"
"DOM SYSTÉM s.r.o.";domsystem@domsystem.sk;"0905 785 136"
"DOM ŠPORTU, s.r.o.";byty@domsportu.eu;"421 917 804 725"
Dom-realit;varga@dom-realit.sk;"0917 555 655"
"Domareal P2P";zuzana.durisova@domareal.sk;"0917 913 000"
"DOMBART Dubnica s.r.o.";bodnar@dombart.sk;"0915 874 690"
"DomByt Real s. r. o.";info@dombytreal.sk;"0915 421 533"
"Domicil s.r.o.";pustadolina@domicil.sk;"7 732 722"
"DOMICILIUM, Advokátska a realitná kancelária";domicilium@domicilium.sk;"+421 903 422 812"
"Dominant Real s.r.o.";huber@dominantreal.sk;"0905 226 082"
"dominik čačo reality";reality@dominikcaco.sk;"0915 721 104"
"DOMINO a.s.";marek.simcek@domino-za.sk;"0905 446 300"
"DOMINO Real";dominoreal@dominoreal.sk;"0905 380 380"
"Dominvest Real, s.r.o.";igor.cerny@dominvestreal.sk;"0903 416 382"
"DOMIOS - realitné riešenia na mieru";domios@outlook.sk;"+421 903 636 903"
"Domkov, s.r.o.";bsipos@domkov.sk;"0948 055 776"
DOMKY;rkdomky@gmail.com;"0907 985 416"
"DOMO 8, spol. s r.o.";jan@domo8.onmicrosoft.com;"0905 836 703"
"Domo&Financie s.r.o.,";byvanieBezstarosti@gmail.com;"0914 239 992"
"DOMODEA s.r.o.";real@domodea.sk;"0918 476 622"
"Domov jedným ťahom s. r. o.";chcem@domovjednymtahom.sk;"+421 907 763 123"
"DOMOV PRE MŇA s.r.o.";info@domovpremna.sk;"+421 915 366 574"
"DOMOV SK, s.r.o.";info@domovreality.sk;"0905 383 464"
"Domov Snov s.r.o.";jhoozova1@gmail.com;"0948 720 141"
"Domov v pohode, s.r.o.";backoffice@domovvpohode.sk;"0915 950 939"
